,code,description,category,last_updated
364,A77,Spotted fever [tick-borne rickettsioses],Spotted fever [tick-borne rickettsioses],2025-09-07
365,A770,Spotted fever due to Rickettsia rickettsii,Spotted fever [tick-borne rickettsioses],2025-09-07
366,A771,Spotted fever due to Rickettsia conorii,Spotted fever [tick-borne rickettsioses],2025-09-07
367,A772,Spotted fever due to Rickettsia sibirica,Spotted fever [tick-borne rickettsioses],2025-09-07
368,A773,Spotted fever due to Rickettsia australis,Spotted fever [tick-borne rickettsioses],2025-09-07
369,A778,Other spotted fevers,Spotted fever [tick-borne rickettsioses],2025-09-07
370,A779,"Spotted fever, unspecified",Spotted fever [tick-borne rickettsioses],2025-09-07
371,A78,Q fever,Q fever,2025-09-07
372,A79,Other rickettsioses,Other rickettsioses,2025-09-07
373,A790,Trench fever,Other rickettsioses,2025-09-07
374,A791,Rickettsialpox due to Rickettsia akari,Other rickettsioses,2025-09-07
375,A798,Other specified rickettsioses,Other rickettsioses,2025-09-07
376,A799,"Rickettsiosis, unspecified",Other rickettsioses,2025-09-07
377,A80,Acute poliomyelitis,Acute poliomyelitis,2025-09-07
378,A800,"Acute paralytic poliomyelitis, vaccine-associated",Acute poliomyelitis,2025-09-07
379,A801,"Acute paralytic poliomyelitis, wild virus, imported",Acute poliomyelitis,2025-09-07
380,A802,"Acute paralytic poliomyelitis, wild virus, indigenous",Acute poliomyelitis,2025-09-07
381,A803,"Acute paralytic poliomyelitis, other and unspecified",Acute poliomyelitis,2025-09-07
382,A804,Acute nonparalytic poliomyelitis,Acute poliomyelitis,2025-09-07
383,A809,"Acute poliomyelitis, unspecified",Acute poliomyelitis,2025-09-07
384,A81,Atypical virus infections of central nervous system,Atypical virus infections of central nervous system,2025-09-07
385,A810,Creutzfeldt-Jakob disease,Atypical virus infections of central nervous system,2025-09-07
386,A811,Subacute sclerosing panencephalitis,Atypical virus infections of central nervous system,2025-09-07
387,A812,Progressive multifocal leukoencephalopathy,Atypical virus infections of central nervous system,2025-09-07
388,A818,Other atypical virus infections of central nervous system,Atypical virus infections of central nervous system,2025-09-07
389,A819,"Atypical virus infection of central nervous system, unspecified",Atypical virus infections of central nervous system,2025-09-07
390,A82,Rabies,Rabies,2025-09-07
391,A820,Sylvatic rabies,Rabies,2025-09-07
392,A821,Urban rabies,Rabies,2025-09-07
393,A829,"Rabies, unspecified",Rabies,2025-09-07
394,A83,Mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis,2025-09-07
395,A830,Japanese encephalitis,Mosquito-borne viral encephalitis,2025-09-07
396,A831,Western equine encephalitis,Mosquito-borne viral encephalitis,2025-09-07
397,A832,Eastern equine encephalitis,Mosquito-borne viral encephalitis,2025-09-07
398,A833,St Louis encephalitis,Mosquito-borne viral encephalitis,2025-09-07
399,A834,Australian encephalitis,Mosquito-borne viral encephalitis,2025-09-07
400,A835,California encephalitis,Mosquito-borne viral encephalitis,2025-09-07
401,A836,Rocio virus disease,Mosquito-borne viral encephalitis,2025-09-07
402,A838,Other mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis,2025-09-07
403,A839,"Mosquito-borne viral encephalitis, unspecified",Mosquito-borne viral encephalitis,2025-09-07
404,A84,Tick-borne viral encephalitis,Tick-borne viral encephalitis,2025-09-07
405,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],Tick-borne viral encephalitis,2025-09-07
406,A841,Central European tick-borne encephalitis,Tick-borne viral encephalitis,2025-09-07
407,A848,Other tick-borne viral encephalitis,Tick-borne viral encephalitis,2025-09-07
408,A849,"Tick-borne viral encephalitis, unspecified",Tick-borne viral encephalitis,2025-09-07
409,A85,"Other viral encephalitis, not elsewhere classified","Other viral encephalitis, not elsewhere classified",2025-09-07
410,A850,Enteroviral encephalitis,"Other viral encephalitis, not elsewhere classified",2025-09-07
411,A851,Adenoviral encephalitis,"Other viral encephalitis, not elsewhere classified",2025-09-07
412,A852,"Arthropod-borne viral encephalitis, unspecified","Other viral encephalitis, not elsewhere classified",2025-09-07
413,A858,Other specified viral encephalitis,"Other viral encephalitis, not elsewhere classified",2025-09-07
414,A86,Unspecified viral encephalitis,Unspecified viral encephalitis,2025-09-07
415,A87,Viral meningitis,Viral meningitis,2025-09-07
416,A870,Enteroviral meningitis,Viral meningitis,2025-09-07
417,A871,Adenoviral meningitis,Viral meningitis,2025-09-07
418,A872,Lymphocytic choriomeningitis,Viral meningitis,2025-09-07
419,A878,Other viral meningitis,Viral meningitis,2025-09-07
420,A879,"Viral meningitis, unspecified",Viral meningitis,2025-09-07
421,A88,"Other viral infections of central nervous system, not elsewhere classified","Other viral infections of central nervous system, not elsewhere classified",2025-09-07
422,A880,Enteroviral exanthematous fever [Boston exanthem],"Other viral infections of central nervous system, not elsewhere classified",2025-09-07
423,A881,Epidemic vertigo,"Other viral infections of central nervous system, not elsewhere classified",2025-09-07
424,A888,Other specified viral infections of central nervous system,"Other viral infections of central nervous system, not elsewhere classified",2025-09-07
425,A89,Unspecified viral infection of central nervous system,Unspecified viral infection of central nervous system,2025-09-07
426,A92,Other mosquito-borne viral fevers,Other mosquito-borne viral fevers,2025-09-07
427,A920,Chikungunya virus disease,Other mosquito-borne viral fevers,2025-09-07
428,A921,O'nyong-nyong fever,Other mosquito-borne viral fevers,2025-09-07
429,A922,Venezuelan equine fever,Other mosquito-borne viral fevers,2025-09-07
430,A923,West Nile virus infection,Other mosquito-borne viral fevers,2025-09-07
431,A924,Rift Valley fever,Other mosquito-borne viral fevers,2025-09-07
432,A925,Zika virus disease,Other mosquito-borne viral fevers,2025-09-07
433,A928,Other specified mosquito-borne viral fevers,Other mosquito-borne viral fevers,2025-09-07
434,A929,"Mosquito-borne viral fever, unspecified",Other mosquito-borne viral fevers,2025-09-07
435,A93,"Other arthropod-borne viral fevers, not elsewhere classified","Other arthropod-borne viral fevers, not elsewhere classified",2025-09-07
436,A930,Oropouche virus disease,"Other arthropod-borne viral fevers, not elsewhere classified",2025-09-07
437,A931,Sandfly fever,"Other arthropod-borne viral fevers, not elsewhere classified",2025-09-07
438,A932,Colorado tick fever,"Other arthropod-borne viral fevers, not elsewhere classified",2025-09-07
439,A938,Other specified arthropod-borne viral fevers,"Other arthropod-borne viral fevers, not elsewhere classified",2025-09-07
440,A94,Unspecified arthropod-borne viral fever,Unspecified arthropod-borne viral fever,2025-09-07
441,A95,Yellow fever,Yellow fever,2025-09-07
442,A950,Sylvatic yellow fever,Yellow fever,2025-09-07
443,A951,Urban yellow fever,Yellow fever,2025-09-07
444,A959,"Yellow fever, unspecified",Yellow fever,2025-09-07
445,A96,Arenaviral haemorrhagic fever,Arenaviral haemorrhagic fever,2025-09-07
446,A960,Junin haemorrhagic fever,Arenaviral haemorrhagic fever,2025-09-07
447,A961,Machupo haemorrhagic fever,Arenaviral haemorrhagic fever,2025-09-07
448,A962,Lassa fever,Arenaviral haemorrhagic fever,2025-09-07
449,A968,Other arenaviral haemorrhagic fevers,Arenaviral haemorrhagic fever,2025-09-07
450,A969,"Arenaviral haemorrhagic fever, unspecified",Arenaviral haemorrhagic fever,2025-09-07
451,A97,Dengue,Dengue,2025-09-07
452,A970,Dengue without warning signs,Dengue,2025-09-07
453,A971,Dengue with warning signs,Dengue,2025-09-07
454,A972,Severe Dengue,Dengue,2025-09-07
455,A979,"Dengue, unspecified",Dengue,2025-09-07
456,A98,"Other viral haemorrhagic fevers, not elsewhere classified","Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
457,A980,Crimean-Congo haemorrhagic fever,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
458,A981,Omsk haemorrhagic fever,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
459,A982,Kyasanur Forest disease,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
460,A983,Marburg virus disease,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
461,A984,Ebola virus disease,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
462,A985,Haemorrhagic fever with renal syndrome,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
463,A988,Other specified viral haemorrhagic fevers,"Other viral haemorrhagic fevers, not elsewhere classified",2025-09-07
464,A99,Unspecified viral haemorrhagic fever,Unspecified viral haemorrhagic fever,2025-09-07
465,B00,Herpesviral [herpes simplex] infections,Herpesviral [herpes simplex] infections,2025-09-07
466,B000,Eczema herpeticum,Herpesviral [herpes simplex] infections,2025-09-07
467,B001,Herpesviral vesicular dermatitis,Herpesviral [herpes simplex] infections,2025-09-07
468,B002,Herpesviral gingivostomatitis and pharyngotonsillitis,Herpesviral [herpes simplex] infections,2025-09-07
469,B003,Herpesviral meningitis,Herpesviral [herpes simplex] infections,2025-09-07
470,B004,Herpesviral encephalitis,Herpesviral [herpes simplex] infections,2025-09-07
471,B005,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,2025-09-07
472,B007,Disseminated herpesviral disease,Herpesviral [herpes simplex] infections,2025-09-07
473,B008,Other forms of herpesviral infection,Herpesviral [herpes simplex] infections,2025-09-07
474,B009,"Herpesviral infection, unspecified",Herpesviral [herpes simplex] infections,2025-09-07
475,B01,Varicella [chickenpox],Varicella [chickenpox],2025-09-07
476,B010,Varicella meningitis,Varicella [chickenpox],2025-09-07
477,B011,Varicella encephalitis,Varicella [chickenpox],2025-09-07
478,B012,Varicella pneumonia,Varicella [chickenpox],2025-09-07
479,B018,Varicella with other complications,Varicella [chickenpox],2025-09-07
480,B019,Varicella without complication,Varicella [chickenpox],2025-09-07
481,B02,Zoster [herpes zoster],Zoster [herpes zoster],2025-09-07
482,B020,Zoster encephalitis,Zoster [herpes zoster],2025-09-07
483,B021,Zoster meningitis,Zoster [herpes zoster],2025-09-07
484,B022,Zoster with other nervous system involvement,Zoster [herpes zoster],2025-09-07
485,B023,Zoster ocular disease,Zoster [herpes zoster],2025-09-07
486,B027,Disseminated zoster,Zoster [herpes zoster],2025-09-07
487,B028,Zoster with other complications,Zoster [herpes zoster],2025-09-07
488,B029,Zoster without complication,Zoster [herpes zoster],2025-09-07
489,B03,Smallpox,Smallpox,2025-09-07
490,B04,Monkeypox,Monkeypox,2025-09-07
491,B05,Measles,Measles,2025-09-07
492,B050,Measles complicated by encephalitis,Measles,2025-09-07
493,B051,Measles complicated by meningitis,Measles,2025-09-07
494,B052,Measles complicated by pneumonia,Measles,2025-09-07
495,B053,Measles complicated by otitis media,Measles,2025-09-07
496,B054,Measles with intestinal complications,Measles,2025-09-07
497,B058,Measles with other complications,Measles,2025-09-07
498,B059,Measles without complication,Measles,2025-09-07
499,B06,Rubella [German measles],Rubella [German measles],2025-09-07
500,B060,Rubella with neurological complications,Rubella [German measles],2025-09-07
501,B068,Rubella with other complications,Rubella [German measles],2025-09-07
502,B069,Rubella without complication,Rubella [German measles],2025-09-07
503,B07,Viral warts,Viral warts,2025-09-07
504,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified","Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
505,B080,Other orthopoxvirus infections,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
506,B081,Molluscum contagiosum,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
507,B082,Exanthema subitum [sixth disease],"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
508,B083,Erythema infectiosum [fifth disease],"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
509,B084,Enteroviral vesicular stomatitis with exanthem,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
510,B085,Enteroviral vesicular pharyngitis,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
511,B088,Other specified viral infections characterized by skin and mucous membrane lesions,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",2025-09-07
512,B09,Unspecified viral infection characterized by skin and mucous membrane lesions,Unspecified viral infection characterized by skin and mucous membrane lesions,2025-09-07
513,B15,Acute hepatitis A,Acute hepatitis A,2025-09-07
514,B150,Hepatitis A with hepatic coma,Acute hepatitis A,2025-09-07
515,B159,Hepatitis A without hepatic coma,Acute hepatitis A,2025-09-07
516,B16,Acute hepatitis B,Acute hepatitis B,2025-09-07
517,B160,Acute hepatitis B with delta-agent (coinfection) with hepatic coma,Acute hepatitis B,2025-09-07
518,B161,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,Acute hepatitis B,2025-09-07
519,B162,Acute hepatitis B without delta-agent with hepatic coma,Acute hepatitis B,2025-09-07
520,B169,Acute hepatitis B without delta-agent and without hepatic coma,Acute hepatitis B,2025-09-07
521,B17,Other acute viral hepatitis,Other acute viral hepatitis,2025-09-07
522,B170,Acute delta-(super)infection in chronic hepatitis B,Other acute viral hepatitis,2025-09-07
523,B171,Acute hepatitis C,Other acute viral hepatitis,2025-09-07
524,B172,Acute hepatitis E,Other acute viral hepatitis,2025-09-07
525,B178,Other specified acute viral hepatitis,Other acute viral hepatitis,2025-09-07
526,B179,"Acute viral hepatitis, unspecified",Other acute viral hepatitis,2025-09-07
527,B18,Chronic viral hepatitis,Chronic viral hepatitis,2025-09-07
528,B180,Chronic viral hepatitis B with delta-agent,Chronic viral hepatitis,2025-09-07
529,B1800,Chronic viral hepatitis B with delta-agent: immune-tolerant phase,Chronic viral hepatitis,2025-09-07
530,B1809,Chronic viral hepatitis B with delta-agent: other and unspecified phase,Chronic viral hepatitis,2025-09-07
531,B181,Chronic viral hepatitis B without delta-agent,Chronic viral hepatitis,2025-09-07
532,B1810,Chronic viral hepatitis B without delta-agent: immune-tolerant phase,Chronic viral hepatitis,2025-09-07
533,B1819,Chronic viral hepatitis B without delta-agent: other and unspecified phase,Chronic viral hepatitis,2025-09-07
534,B182,Chronic viral hepatitis C,Chronic viral hepatitis,2025-09-07
535,B188,Other chronic viral hepatitis,Chronic viral hepatitis,2025-09-07
536,B189,"Chronic viral hepatitis, unspecified",Chronic viral hepatitis,2025-09-07
537,B19,Unspecified viral hepatitis,Unspecified viral hepatitis,2025-09-07
538,B190,Unspecified viral hepatitis with hepatic coma,Unspecified viral hepatitis,2025-09-07
539,B199,Unspecified viral hepatitis without hepatic coma,Unspecified viral hepatitis,2025-09-07
540,B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,2025-09-07
